example_id,beatmap_id,beatmap_hash,beatmap_path,beatmap_name,replay_path,npz_path,accuracy,split
1137ea56e8c593bedf7a116ae34a6f30,2753267,06015dc838562ed63d643cacbdda52a4,/home/amine/PycharmProjects/osunator/maps/downloaded/2753267.osu,YOASOBI - Kaibutsu (TV Size) [Hard],/home/amine/PycharmProjects/osunator/replays/suitable/1137ea56e8c593bedf7a116ae34a6f30.osr,/home/amine/PycharmProjects/osunator/features/1137ea56e8c593bedf7a116ae34a6f30.npz,100.0,train
f41b96b41a1e88ea696d977ca85d9f00,171126,93ad7e86e13b0b207fdef44153539f92,/home/amine/PycharmProjects/osunator/maps/downloaded/171126.osu,Meiko - Leave The Lights On (KROT Remix) [Insane],/home/amine/PycharmProjects/osunator/replays/suitable/f41b96b41a1e88ea696d977ca85d9f00.osr,/home/amine/PycharmProjects/osunator/features/f41b96b41a1e88ea696d977ca85d9f00.npz,100.0,train
1029691ec0ceecd739859fb253cf246c,1165105,608646494e879ee9512f2e8c289e1994,/home/amine/PycharmProjects/osunator/maps/downloaded/1165105.osu,yuikonnu - Heart no Atoaji [Extra],/home/amine/PycharmProjects/osunator/replays/suitable/1029691ec0ceecd739859fb253cf246c.osr,/home/amine/PycharmProjects/osunator/features/1029691ec0ceecd739859fb253cf246c.npz,100.0,train
104babb6d8dd77913ef0d84ee2dc4168,252238,67af9f7f7d0e03a0279d360050eb77b6,/home/amine/PycharmProjects/osunator/maps/downloaded/252238.osu,Tatsh - IMAGE -MATERIAL- <Version 0> [Scorpiour],/home/amine/PycharmProjects/osunator/replays/suitable/104babb6d8dd77913ef0d84ee2dc4168.osr,/home/amine/PycharmProjects/osunator/features/104babb6d8dd77913ef0d84ee2dc4168.npz,100.0,train
f3da414b9fad63102f327dc2fb0d8154,2410947,03f5983dc239c18de3c5caf14002d164,/home/amine/PycharmProjects/osunator/maps/downloaded/2410947.osu,TrySail - Utsuroi (Short Ver.) [Kowari's Extreme],/home/amine/PycharmProjects/osunator/replays/suitable/f3da414b9fad63102f327dc2fb0d8154.osr,/home/amine/PycharmProjects/osunator/features/f3da414b9fad63102f327dc2fb0d8154.npz,100.0,train
a4e465ad1f3c4e49f78fbdf33838b8bd,2837544,2e123f253e7e785c64b171ba5d9f561a,/home/amine/PycharmProjects/osunator/maps/downloaded/2837544.osu,Uesaka Sumire - EASY LOVE (TV Size) [TEASING MASTER],/home/amine/PycharmProjects/osunator/replays/suitable/a4e465ad1f3c4e49f78fbdf33838b8bd.osr,/home/amine/PycharmProjects/osunator/features/a4e465ad1f3c4e49f78fbdf33838b8bd.npz,100.0,test
f3a27e05b569c9ea09e7d7da9cb16a53,1649842,793ae2ae37654b7bac6a61af4fd711f0,/home/amine/PycharmProjects/osunator/maps/downloaded/1649842.osu,THE ORAL CIGARETTES - ReI [Cataclysm],/home/amine/PycharmProjects/osunator/replays/suitable/f3a27e05b569c9ea09e7d7da9cb16a53.osr,/home/amine/PycharmProjects/osunator/features/f3a27e05b569c9ea09e7d7da9cb16a53.npz,100.0,train
11cb13f2700b978c156e9c3ae621bae5,1608832,456298a6b98dd04d56550b24ec7b155a,/home/amine/PycharmProjects/osunator/maps/downloaded/1608832.osu,Komiya Mao - (can you) understand me? [heh?],/home/amine/PycharmProjects/osunator/replays/suitable/11cb13f2700b978c156e9c3ae621bae5.osr,/home/amine/PycharmProjects/osunator/features/11cb13f2700b978c156e9c3ae621bae5.npz,100.0,train
4bb852413642d08c0f44a16834493c9c,1494828,257099a7bc15792928a55c1a8510e934,/home/amine/PycharmProjects/osunator/maps/downloaded/1494828.osu,yaseta - Bluenation [Grace],/home/amine/PycharmProjects/osunator/replays/suitable/4bb852413642d08c0f44a16834493c9c.osr,/home/amine/PycharmProjects/osunator/features/4bb852413642d08c0f44a16834493c9c.npz,100.0,train
4911285513a3c0fae4841f1a7aa89a09,1158325,596249d333a54eac73840f2ebff42b92,/home/amine/PycharmProjects/osunator/maps/downloaded/1158325.osu,Syoko Hoshi (CV: Satsumi Matsuda) - Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix [Extreme],/home/amine/PycharmProjects/osunator/replays/suitable/4911285513a3c0fae4841f1a7aa89a09.osr,/home/amine/PycharmProjects/osunator/features/4911285513a3c0fae4841f1a7aa89a09.npz,100.0,train
4b757f4ac9ccba2602585662e048fc7f,1988751,3e50757aca08d52e2045c87d4023bf4a,/home/amine/PycharmProjects/osunator/maps/downloaded/1988751.osu,MIMI feat. Hatsune Miku - Ai no Sukima [Light Insane],/home/amine/PycharmProjects/osunator/replays/suitable/4b757f4ac9ccba2602585662e048fc7f.osr,/home/amine/PycharmProjects/osunator/features/4b757f4ac9ccba2602585662e048fc7f.npz,100.0,train
97ce00a5a437367f79963395fe42ccbc,2145994,10f41935870c6b0aa1a582e2ab0b1528,/home/amine/PycharmProjects/osunator/maps/downloaded/2145994.osu,Silentroom - Protoflicker [Xenon's Insane],/home/amine/PycharmProjects/osunator/replays/suitable/97ce00a5a437367f79963395fe42ccbc.osr,/home/amine/PycharmProjects/osunator/features/97ce00a5a437367f79963395fe42ccbc.npz,100.0,train
97e82c1d1185e53c740bdb8254dcc9d2,3030240,8fcec73ea096582261c47d46e1a19bed,/home/amine/PycharmProjects/osunator/maps/downloaded/3030240.osu,OxT - Clattanoia (TV Size) [RAISE MY SWORD],/home/amine/PycharmProjects/osunator/replays/suitable/97e82c1d1185e53c740bdb8254dcc9d2.osr,/home/amine/PycharmProjects/osunator/features/97e82c1d1185e53c740bdb8254dcc9d2.npz,100.0,train
49330f25eee91ed3d30e5a4c97d2bc5f,117379,5ad7319701409f19fac437b165875964,/home/amine/PycharmProjects/osunator/maps/downloaded/117379.osu,Loituma - Ievan Polkka [SPINNER-MADNESS],/home/amine/PycharmProjects/osunator/replays/suitable/49330f25eee91ed3d30e5a4c97d2bc5f.osr,/home/amine/PycharmProjects/osunator/features/49330f25eee91ed3d30e5a4c97d2bc5f.npz,100.0,train
cc9ae57f6335a23f222935fc931cc9ef,884664,87c23892caf52ac3866e7ab7f7802956,/home/amine/PycharmProjects/osunator/maps/downloaded/884664.osu,FELT - New World [Illusion],/home/amine/PycharmProjects/osunator/replays/suitable/cc9ae57f6335a23f222935fc931cc9ef.osr,/home/amine/PycharmProjects/osunator/features/cc9ae57f6335a23f222935fc931cc9ef.npz,100.0,train
4b4c9a94eae9d060f2bf4fc163fba58c,2467121,c4ed9f384a0b5ce5101359d9a748f282,/home/amine/PycharmProjects/osunator/maps/downloaded/2467121.osu,ONE OK ROCK - One by One [A r M i N's Extra],/home/amine/PycharmProjects/osunator/replays/suitable/4b4c9a94eae9d060f2bf4fc163fba58c.osr,/home/amine/PycharmProjects/osunator/features/4b4c9a94eae9d060f2bf4fc163fba58c.npz,100.0,test
4980fe63ea44d8890a6a7d898b2f1b6c,738063,540322e8e5af5a4a1d3b5b6cb25f7328,/home/amine/PycharmProjects/osunator/maps/downloaded/738063.osu,Reol - No title [Lust's Insane],/home/amine/PycharmProjects/osunator/replays/suitable/4980fe63ea44d8890a6a7d898b2f1b6c.osr,/home/amine/PycharmProjects/osunator/features/4980fe63ea44d8890a6a7d898b2f1b6c.npz,100.0,train
4b1518212998fedb54c3bb89cb0eeb1b,2201460,77fd464eeec12fbb8828e9aa0af683d6,/home/amine/PycharmProjects/osunator/maps/downloaded/2201460.osu,ViViD - HIKARI (TV Size) [browiec's Wisdom],/home/amine/PycharmProjects/osunator/replays/suitable/4b1518212998fedb54c3bb89cb0eeb1b.osr,/home/amine/PycharmProjects/osunator/features/4b1518212998fedb54c3bb89cb0eeb1b.npz,100.0,test
4c261d55bc67a4c63c85d9ef00c50ebc,2452645,e7d832758d58124329b1bcca57748eb4,/home/amine/PycharmProjects/osunator/maps/downloaded/2452645.osu,saradisk - 083 - nekomimi [Insane],/home/amine/PycharmProjects/osunator/replays/suitable/4c261d55bc67a4c63c85d9ef00c50ebc.osr,/home/amine/PycharmProjects/osunator/features/4c261d55bc67a4c63c85d9ef00c50ebc.npz,100.0,test
4c356ba355e5b0614a7e84a211cbf4c5,3601629,2bdf2122690af8d785d2e8c012ec8a39,/home/amine/PycharmProjects/osunator/maps/downloaded/3601629.osu,kakichoco - Zan'ei [Illusion],/home/amine/PycharmProjects/osunator/replays/suitable/4c356ba355e5b0614a7e84a211cbf4c5.osr,/home/amine/PycharmProjects/osunator/features/4c356ba355e5b0614a7e84a211cbf4c5.npz,100.0,train
977ddadf1866e69d4249d783af1e27a8,569636,e11664eb22d3f0e0479e404ce52dbc24,/home/amine/PycharmProjects/osunator/maps/downloaded/569636.osu,Agressor Bunx - Tornado (Original Mix) [Insane],/home/amine/PycharmProjects/osunator/replays/suitable/977ddadf1866e69d4249d783af1e27a8.osr,/home/amine/PycharmProjects/osunator/features/977ddadf1866e69d4249d783af1e27a8.npz,100.0,test
00c49d770412697072b444218a12cfb4,2201553,2df157657b30ad77b8cfd7fd496984b7,/home/amine/PycharmProjects/osunator/maps/downloaded/2201553.osu,ViViD - HIKARI (TV Size) [Extreme],/home/amine/PycharmProjects/osunator/replays/suitable/00c49d770412697072b444218a12cfb4.osr,/home/amine/PycharmProjects/osunator/features/00c49d770412697072b444218a12cfb4.npz,100.0,train
cc2f67f109f70c8e3e9cd77855a27e97,819944,0c9101bc4c4c7cd0e76838ea8697d32d,/home/amine/PycharmProjects/osunator/maps/downloaded/819944.osu,THE ORAL CIGARETTES - Kyouran Hey Kids!! [Insane],/home/amine/PycharmProjects/osunator/replays/suitable/cc2f67f109f70c8e3e9cd77855a27e97.osr,/home/amine/PycharmProjects/osunator/features/cc2f67f109f70c8e3e9cd77855a27e97.npz,100.0,train
4bcf3d6e1451c56147d8d2f44216db7b,2624904,dcd9b4695c0389661c6f03d020ccadfc,/home/amine/PycharmProjects/osunator/maps/downloaded/2624904.osu,Kola Kid - press start [Expert],/home/amine/PycharmProjects/osunator/replays/suitable/4bcf3d6e1451c56147d8d2f44216db7b.osr,/home/amine/PycharmProjects/osunator/features/4bcf3d6e1451c56147d8d2f44216db7b.npz,100.0,train
48e0e81b4c9a3ce5435fb40b06c01058,1620144,9ccc293efc8024effc53a8f320b4371a,/home/amine/PycharmProjects/osunator/maps/downloaded/1620144.osu,Tanaka Hirokazu - C-TYPE [Bonsai's BasS-TYPE],/home/amine/PycharmProjects/osunator/replays/suitable/48e0e81b4c9a3ce5435fb40b06c01058.osr,/home/amine/PycharmProjects/osunator/features/48e0e81b4c9a3ce5435fb40b06c01058.npz,100.0,test
4ba3826493a7de876a39e4179fdf24f8,961692,2b410d0ace4c592e3eda3ed26067ca85,/home/amine/PycharmProjects/osunator/maps/downloaded/961692.osu,HO-KAGO TEA TIME - Kira Kira Days [pkhg's Insane!!],/home/amine/PycharmProjects/osunator/replays/suitable/4ba3826493a7de876a39e4179fdf24f8.osr,/home/amine/PycharmProjects/osunator/features/4ba3826493a7de876a39e4179fdf24f8.npz,100.0,train
87548aabcc228247650d55eabc6f0280,2904484,f80d731fdc843563df0865548147d942,/home/amine/PycharmProjects/osunator/maps/downloaded/2904484.osu,MIOYAMAZAKI - Negaigoto [Extra],/home/amine/PycharmProjects/osunator/replays/suitable/87548aabcc228247650d55eabc6f0280.osr,/home/amine/PycharmProjects/osunator/features/87548aabcc228247650d55eabc6f0280.npz,100.0,train
f4b22038f20c1931177c4095fe6bede9,2116202,06b536749d5a59536983854be90504ee,/home/amine/PycharmProjects/osunator/maps/downloaded/2116202.osu,nekodex - new beginnings [tutorial],/home/amine/PycharmProjects/osunator/replays/suitable/f4b22038f20c1931177c4095fe6bede9.osr,/home/amine/PycharmProjects/osunator/features/f4b22038f20c1931177c4095fe6bede9.npz,100.0,train
8599cd2a67a3fa5edc3be79244a0a5f1,2131813,7e266a17fe737d34e731425c6af72416,/home/amine/PycharmProjects/osunator/maps/downloaded/2131813.osu,Aiurabu - Kani*Do-Luck! (TV Size) [Extreme!],/home/amine/PycharmProjects/osunator/replays/suitable/8599cd2a67a3fa5edc3be79244a0a5f1.osr,/home/amine/PycharmProjects/osunator/features/8599cd2a67a3fa5edc3be79244a0a5f1.npz,100.0,train
11d8de284a444146d833ed7bc5f01463,2201460,77fd464eeec12fbb8828e9aa0af683d6,/home/amine/PycharmProjects/osunator/maps/downloaded/2201460.osu,ViViD - HIKARI (TV Size) [browiec's Wisdom],/home/amine/PycharmProjects/osunator/replays/suitable/11d8de284a444146d833ed7bc5f01463.osr,/home/amine/PycharmProjects/osunator/features/11d8de284a444146d833ed7bc5f01463.npz,100.0,test
85784e5c869fc43041a792e438633f34,1613232,6e9de6826b2410197ab20eddeaf7ec8a,/home/amine/PycharmProjects/osunator/maps/downloaded/1613232.osu,Icon For Hire - Make a Move (Speed Up Ver.) [Insane],/home/amine/PycharmProjects/osunator/replays/suitable/85784e5c869fc43041a792e438633f34.osr,/home/amine/PycharmProjects/osunator/features/85784e5c869fc43041a792e438633f34.npz,100.0,train
a558621d448580be63736001c25f7643,954692,a5fd70d8daeb64efd2e877249b1ebf2f,/home/amine/PycharmProjects/osunator/maps/downloaded/954692.osu,HO-KAGO TEA TIME - Kira Kira Days [Shiawase!!],/home/amine/PycharmProjects/osunator/replays/suitable/a558621d448580be63736001c25f7643.osr,/home/amine/PycharmProjects/osunator/features/a558621d448580be63736001c25f7643.npz,100.0,train
8540e3082755fd706dccabc877602afc,2964221,ec73e4aa2245bc229d798c611f1bb975,/home/amine/PycharmProjects/osunator/maps/downloaded/2964221.osu,DM DOKURO - SAVE (Encore) [Fatfan & browiec's Determination],/home/amine/PycharmProjects/osunator/replays/suitable/8540e3082755fd706dccabc877602afc.osr,/home/amine/PycharmProjects/osunator/features/8540e3082755fd706dccabc877602afc.npz,100.0,test
851cb607e92461ddeeea28ada028dc44,3185993,1ce04e6192f1fb8c1ba8f928d18681fb,/home/amine/PycharmProjects/osunator/maps/downloaded/3185993.osu,"Daft Punk - Harder, Better, Faster, Stronger (Far Out Remix) [BEA_SUBSCRIBE's insane]",/home/amine/PycharmProjects/osunator/replays/suitable/851cb607e92461ddeeea28ada028dc44.osr,/home/amine/PycharmProjects/osunator/features/851cb607e92461ddeeea28ada028dc44.npz,100.0,train
4d0cdf284f1389025bb013b9a15e8188,2831362,1b203dd3c97fd1d5af0f0edb776d075c,/home/amine/PycharmProjects/osunator/maps/downloaded/2831362.osu,CHiCO with HoneyWorks - Minikui Ikimono (TV Size) [Unrequited Love],/home/amine/PycharmProjects/osunator/replays/suitable/4d0cdf284f1389025bb013b9a15e8188.osr,/home/amine/PycharmProjects/osunator/features/4d0cdf284f1389025bb013b9a15e8188.npz,100.0,test
00ec6cc41b990b14415c20947252beaf,3185993,1ce04e6192f1fb8c1ba8f928d18681fb,/home/amine/PycharmProjects/osunator/maps/downloaded/3185993.osu,"Daft Punk - Harder, Better, Faster, Stronger (Far Out Remix) [BEA_SUBSCRIBE's insane]",/home/amine/PycharmProjects/osunator/replays/suitable/00ec6cc41b990b14415c20947252beaf.osr,/home/amine/PycharmProjects/osunator/features/00ec6cc41b990b14415c20947252beaf.npz,100.0,train
98faf4bd520850756605dbfbefdc11cc,1059388,d7049ea6c1ee975e897bf3bb50dec777,/home/amine/PycharmProjects/osunator/maps/downloaded/1059388.osu,Drop - Granat [Extra],/home/amine/PycharmProjects/osunator/replays/suitable/98faf4bd520850756605dbfbefdc11cc.osr,/home/amine/PycharmProjects/osunator/features/98faf4bd520850756605dbfbefdc11cc.npz,100.0,train
4cbc9f0fcb5994b57c9fcb49c4b9f3fc,2546607,2a8cfd211503b300f2089469b549201c,/home/amine/PycharmProjects/osunator/maps/downloaded/2546607.osu,REDALiCE - Pekorap Tropical House Remix [Universal Daikaiten Peko Peko no Mai],/home/amine/PycharmProjects/osunator/replays/suitable/4cbc9f0fcb5994b57c9fcb49c4b9f3fc.osr,/home/amine/PycharmProjects/osunator/features/4cbc9f0fcb5994b57c9fcb49c4b9f3fc.npz,100.0,train
4cceba6ec1fb0bf59f1f5254ff568f90,3042164,f507e3ca1f86aa456ddf0b16b2733176,/home/amine/PycharmProjects/osunator/maps/downloaded/3042164.osu,Hoshimachi Suisei - Ranbu no Melody (Cut Ver.) [Mugetsu],/home/amine/PycharmProjects/osunator/replays/suitable/4cceba6ec1fb0bf59f1f5254ff568f90.osr,/home/amine/PycharmProjects/osunator/features/4cceba6ec1fb0bf59f1f5254ff568f90.npz,100.0,train
483dc780080859073b92213d7656eaa7,1988753,ba25ba7644368b2986cbe5c88275aff8,/home/amine/PycharmProjects/osunator/maps/downloaded/1988753.osu,MIMI feat. Hatsune Miku - Ai no Sukima [Radiance],/home/amine/PycharmProjects/osunator/replays/suitable/483dc780080859073b92213d7656eaa7.osr,/home/amine/PycharmProjects/osunator/features/483dc780080859073b92213d7656eaa7.npz,100.0,train
4840f539756e961f96526bac2dd91a61,2266773,b30959a30f75b5ca1a6b83461741365f,/home/amine/PycharmProjects/osunator/maps/downloaded/2266773.osu,THE ORAL CIGARETTES - GET BACK [Somewhere],/home/amine/PycharmProjects/osunator/replays/suitable/4840f539756e961f96526bac2dd91a61.osr,/home/amine/PycharmProjects/osunator/features/4840f539756e961f96526bac2dd91a61.npz,100.0,train
ce566c3339fd760fefddc2491eb3d94d,2084862,d208c713e3ce9ba6ca47312e45754b8e,/home/amine/PycharmProjects/osunator/maps/downloaded/2084862.osu,S3RL - Bass Slut (Original Mix) [Intense Ecstasy],/home/amine/PycharmProjects/osunator/replays/suitable/ce566c3339fd760fefddc2491eb3d94d.osr,/home/amine/PycharmProjects/osunator/features/ce566c3339fd760fefddc2491eb3d94d.npz,100.0,train
4c95eba4b9ca94e752b36115ff1fe2d3,3210497,adfcd669ab16629042c7681ff059edb2,/home/amine/PycharmProjects/osunator/maps/downloaded/3210497.osu,YURiMental - Kinou ni Kanaderu Ashita no Uta (Cut Ver.) [Definitely Not FOUR DiMENSiONS],/home/amine/PycharmProjects/osunator/replays/suitable/4c95eba4b9ca94e752b36115ff1fe2d3.osr,/home/amine/PycharmProjects/osunator/features/4c95eba4b9ca94e752b36115ff1fe2d3.npz,100.0,train
cc0633e2cfaf871b7df706086eff5c06,1836593,128325177580fa132003dd2dce5baae9,/home/amine/PycharmProjects/osunator/maps/downloaded/1836593.osu,THE ORAL CIGARETTES - GET BACK [Sotarks' Cataclysm],/home/amine/PycharmProjects/osunator/replays/suitable/cc0633e2cfaf871b7df706086eff5c06.osr,/home/amine/PycharmProjects/osunator/features/cc0633e2cfaf871b7df706086eff5c06.npz,100.0,train
4c53b6a73f29ceb63f76ec274721f855,2625702,a1f936c17afe6169d96b23b28dd61a10,/home/amine/PycharmProjects/osunator/maps/downloaded/2625702.osu,katagiri - ch3rry (Short Ver.) [Blossom],/home/amine/PycharmProjects/osunator/replays/suitable/4c53b6a73f29ceb63f76ec274721f855.osr,/home/amine/PycharmProjects/osunator/features/4c53b6a73f29ceb63f76ec274721f855.npz,100.0,train
cc2175f88daa9ed55e3d56c5f5035528,1961271,737a56582c96bb0dbc0042a6db69e23b,/home/amine/PycharmProjects/osunator/maps/downloaded/1961271.osu,Tashiro Tomokazu - Koi no Hime Hime Pettanko (Karaoke) [Ringtone],/home/amine/PycharmProjects/osunator/replays/suitable/cc2175f88daa9ed55e3d56c5f5035528.osr,/home/amine/PycharmProjects/osunator/features/cc2175f88daa9ed55e3d56c5f5035528.npz,100.0,train
0fe54021ca440a7939deba9e2a7caf1b,2659369,e56097eedd92d9269bead33ba9c82aa8,/home/amine/PycharmProjects/osunator/maps/downloaded/2659369.osu,technoplanet - Juvenile [Extra],/home/amine/PycharmProjects/osunator/replays/suitable/0fe54021ca440a7939deba9e2a7caf1b.osr,/home/amine/PycharmProjects/osunator/features/0fe54021ca440a7939deba9e2a7caf1b.npz,100.0,train
0ffcae9951875aff5e28a7e8a4eea376,690778,8b3aeb13cf16573c95fd22d9c1d02e92,/home/amine/PycharmProjects/osunator/maps/downloaded/690778.osu,supercell - The Bravery (TV Edit) [Magi],/home/amine/PycharmProjects/osunator/replays/suitable/0ffcae9951875aff5e28a7e8a4eea376.osr,/home/amine/PycharmProjects/osunator/features/0ffcae9951875aff5e28a7e8a4eea376.npz,100.0,train
84f13ae6a0cab5ac00784745ae714802,2099567,dd79224b05cef88e83445340943c6bbf,/home/amine/PycharmProjects/osunator/maps/downloaded/2099567.osu,Bliitzit - Team Magma & Aqua Leader Battle Theme (Unofficial) [Reform's Expert],/home/amine/PycharmProjects/osunator/replays/suitable/84f13ae6a0cab5ac00784745ae714802.osr,/home/amine/PycharmProjects/osunator/features/84f13ae6a0cab5ac00784745ae714802.npz,100.0,train
84ff3bde4569673ffaeae08640f149d6,2202719,4519c2ad32c80d9fe292235403bcc969,/home/amine/PycharmProjects/osunator/maps/downloaded/2202719.osu,ViViD - HIKARI (TV Size) [browiec's Hyper],/home/amine/PycharmProjects/osunator/replays/suitable/84ff3bde4569673ffaeae08640f149d6.osr,/home/amine/PycharmProjects/osunator/features/84ff3bde4569673ffaeae08640f149d6.npz,100.0,train
f30510a11cf45b48f4262e9075af199e,760488,bf2b69e3a01683735a68d63a3c677ca3,/home/amine/PycharmProjects/osunator/maps/downloaded/760488.osu,Reol - No title [Nathan's Extra],/home/amine/PycharmProjects/osunator/replays/suitable/f30510a11cf45b48f4262e9075af199e.osr,/home/amine/PycharmProjects/osunator/features/f30510a11cf45b48f4262e9075af199e.npz,100.0,train
f308d56abb08ec0883bce2b48299374e,1829038,12fbd752da4d6e5a044ee2e1cc61b124,/home/amine/PycharmProjects/osunator/maps/downloaded/1829038.osu,dj TAKA - quaver [Reform's Insane],/home/amine/PycharmProjects/osunator/replays/suitable/f308d56abb08ec0883bce2b48299374e.osr,/home/amine/PycharmProjects/osunator/features/f308d56abb08ec0883bce2b48299374e.npz,100.0,test
127a45b450e853062c2cd01278efd81f,2826252,6ce5cbcbcd90d92a43b0249de9e3708e,/home/amine/PycharmProjects/osunator/maps/downloaded/2826252.osu,vierre cloud - moment [falling in love],/home/amine/PycharmProjects/osunator/replays/suitable/127a45b450e853062c2cd01278efd81f.osr,/home/amine/PycharmProjects/osunator/features/127a45b450e853062c2cd01278efd81f.npz,100.0,train
84ca8dcf457d9a52e35d859b54558242,1023307,def405114e483c0e09099f6cf6b68a40,/home/amine/PycharmProjects/osunator/maps/downloaded/1023307.osu,"Mikuni Shimokawa - Sore ga, Ai deshou [Extra]",/home/amine/PycharmProjects/osunator/replays/suitable/84ca8dcf457d9a52e35d859b54558242.osr,/home/amine/PycharmProjects/osunator/features/84ca8dcf457d9a52e35d859b54558242.npz,100.0,train
84af2de4dbd831ee8f2ae1077e4c0f1e,738063,540322e8e5af5a4a1d3b5b6cb25f7328,/home/amine/PycharmProjects/osunator/maps/downloaded/738063.osu,Reol - No title [Lust's Insane],/home/amine/PycharmProjects/osunator/replays/suitable/84af2de4dbd831ee8f2ae1077e4c0f1e.osr,/home/amine/PycharmProjects/osunator/features/84af2de4dbd831ee8f2ae1077e4c0f1e.npz,100.0,train
843a0a33b3497688f7110691902b42d1,1053231,9699c722530c70fc159daf43521e8ca4,/home/amine/PycharmProjects/osunator/maps/downloaded/1053231.osu,"otetsu - Minamo no Sakura, Yume wa Sakayume [DavidEd's Insane]",/home/amine/PycharmProjects/osunator/replays/suitable/843a0a33b3497688f7110691902b42d1.osr,/home/amine/PycharmProjects/osunator/features/843a0a33b3497688f7110691902b42d1.npz,100.0,train
