example_id,beatmap_id,beatmap_hash,beatmap_path,beatmap_name,replay_path,accuracy,split
serhat - HARU NEMURI - Trust Nothing but Love [My World] (2025-12-06) Osu-1,3104522,5fa8665c7066a21682122eeb31db9705,/home/amine/PycharmProjects/osunator/maps/downloaded/3104522.osu,HARU NEMURI - Trust Nothing but Love [My World],/home/amine/PycharmProjects/osunator/replays/suitable/serhat - HARU NEMURI - Trust Nothing but Love [My World] (2025-12-06) Osu-1.osr,95.58089807555238,test
serhat - HARU NEMURI - Trust Nothing but Love [My World] (2025-12-06) Osu,3104522,5fa8665c7066a21682122eeb31db9705,/home/amine/PycharmProjects/osunator/maps/downloaded/3104522.osu,HARU NEMURI - Trust Nothing but Love [My World],/home/amine/PycharmProjects/osunator/replays/suitable/serhat - HARU NEMURI - Trust Nothing but Love [My World] (2025-12-06) Osu.osr,95.58089807555238,test
serhat - Kondo Koji - Slider [64 DIMENSIONS] (2025-12-01) Osu-2,1509693,352a7a73914b069d9a55ef32741d97cb,/home/amine/PycharmProjects/osunator/maps/downloaded/1509693.osu,Kondo Koji - Slider [64 DIMENSIONS],/home/amine/PycharmProjects/osunator/replays/suitable/serhat - Kondo Koji - Slider [64 DIMENSIONS] (2025-12-01) Osu-2.osr,95.42576764798987,train
serhat - Rentra - Mou Ii Psy [Mou Ii Oppa Gangnam Style Kai] (2025-12-01) Osu,2996694,ff2283cb906dc0a5ead9d78261d59c7a,/home/amine/PycharmProjects/osunator/maps/downloaded/2996694.osu,Rentra - Mou Ii Psy [Mou Ii Oppa Gangnam Style Kai],/home/amine/PycharmProjects/osunator/replays/suitable/serhat - Rentra - Mou Ii Psy [Mou Ii Oppa Gangnam Style Kai] (2025-12-01) Osu.osr,95.33497739416359,train
serhatje - Kano - Walk This Way! (Cut Ver.) [darkwarriorx's Way To Slop] (2025-11-02) Osu,5297859,5f406f7ae962767af68737d1337fe2d8,/home/amine/PycharmProjects/osunator/maps/downloaded/5297859.osu,Kano - Walk This Way! (Cut Ver.) [darkwarriorx's Way To Slop],/home/amine/PycharmProjects/osunator/replays/suitable/serhatje - Kano - Walk This Way! (Cut Ver.) [darkwarriorx's Way To Slop] (2025-11-02) Osu.osr,95.05376344086022,test
serhatje - Tim Follin - Title Screen [The Game of Video Quick Draw] (2025-10-18) Osu,4921872,472bea2cf52ad85d885ea55b64e2c13d,/home/amine/PycharmProjects/osunator/maps/downloaded/4921872.osu,Tim Follin - Title Screen [The Game of Video Quick Draw],/home/amine/PycharmProjects/osunator/replays/suitable/serhatje - Tim Follin - Title Screen [The Game of Video Quick Draw] (2025-10-18) Osu.osr,97.56521739130434,train
UC2 - RoughSkreamZ - Glory of Fighters [Sebas' VIVID] (2026-06-06) Osu,5094434,2b0c4c8e0f5e10783ed82fa752e35328,/home/amine/PycharmProjects/osunator/maps/downloaded/5094434.osu,RoughSkreamZ - Glory of Fighters [Sebas' VIVID],/home/amine/PycharmProjects/osunator/replays/suitable/UC2 - RoughSkreamZ - Glory of Fighters [Sebas' VIVID] (2026-06-06) Osu.osr,96.42276422764228,train
FURRYFEET1 - Memme - Uranium [] (2026-06-03) Osu,380625,fcc64f92999f2140c48d813d75f0e446,/home/amine/PycharmProjects/osunator/maps/downloaded/380625.osu,Memme - Uranium [?????],/home/amine/PycharmProjects/osunator/replays/suitable/FURRYFEET1 - Memme - Uranium [] (2026-06-03) Osu.osr,97.01631701631702,train
MrF1sh - gmtn. (witch's slave) - furioso melodia [AR10] (2024-10-04) Osu,4795841,ec433419c15e20afc59d697771863758,/home/amine/PycharmProjects/osunator/maps/downloaded/4795841.osu,gmtn. (witch's slave) - furioso melodia [AR10],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - gmtn. (witch's slave) - furioso melodia [AR10] (2024-10-04) Osu.osr,97.4795211090107,train
MrF1sh - Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive] (2025-07-06) Osu-1,380029,c922b080cd4dbffe542953882b39cf5b,/home/amine/PycharmProjects/osunator/maps/downloaded/380029.osu,Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive] (2025-07-06) Osu-1.osr,96.71679197994987,test
MrF1sh - Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive] (2025-07-06) Osu,380029,c922b080cd4dbffe542953882b39cf5b,/home/amine/PycharmProjects/osunator/maps/downloaded/380029.osu,Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive] (2025-07-06) Osu.osr,96.71679197994987,test
MrF1sh - Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive] (2025-07-07) Osu,380029,c922b080cd4dbffe542953882b39cf5b,/home/amine/PycharmProjects/osunator/maps/downloaded/380029.osu,Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Kuroneko Dungeon - Ryuu to Shoujo to Decoherence [Overdrive] (2025-07-07) Osu.osr,96.12903225806451,test
MrF1sh - Morimori Atsushi - Paradigm Shift [Damnjelly's Quantum Fluctuation] (2025-06-26) Osu,1033002,8eb18b63a416cc6fd67ea8d20b0bfe7c,/home/amine/PycharmProjects/osunator/maps/downloaded/1033002.osu,Morimori Atsushi - Paradigm Shift [Damnjelly's Quantum Fluctuation],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Morimori Atsushi - Paradigm Shift [Damnjelly's Quantum Fluctuation] (2025-06-26) Osu.osr,95.02283105022829,train
MrF1sh - S-C-U - concon [Kojio's EXTREME] (2025-11-27) Osu,4959280,92a6b7390c020d8c47314c37aa0dcb08,/home/amine/PycharmProjects/osunator/maps/downloaded/4959280.osu,S-C-U - concon [Kojio's EXTREME],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - S-C-U - concon [Kojio's EXTREME] (2025-11-27) Osu.osr,97.69797421731123,train
MrF1sh - Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Arles] (2025-08-10) Osu-1,700644,3fce9462be20ff91f69072336f6334d6,/home/amine/PycharmProjects/osunator/maps/downloaded/700644.osu,Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Arles],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Arles] (2025-08-10) Osu-1.osr,96.27573444367339,train
MrF1sh - Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Arles] (2025-08-10) Osu,700644,3fce9462be20ff91f69072336f6334d6,/home/amine/PycharmProjects/osunator/maps/downloaded/700644.osu,Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Arles],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Arles] (2025-08-10) Osu.osr,96.27573444367339,train
MrF1sh - Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Filtered sunlight] (2024-12-29) Osu,1134887,30cbb768c5c154109d06a3b9e2d6e686,/home/amine/PycharmProjects/osunator/maps/downloaded/1134887.osu,Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Filtered sunlight],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Sakamoto Maaya - Okaerinasai (tomatomerde Remix) (Sped Up Ver.) [Filtered sunlight] (2024-12-29) Osu.osr,95.17611026033691,train
MrF1sh - shikata akiko - Katayoku no tori [Arles] (2025-04-09) Osu,1021579,0eb66a0a0609882544bc2224bd07c030,/home/amine/PycharmProjects/osunator/maps/downloaded/1021579.osu,shikata akiko - Katayoku no tori [Arles],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - shikata akiko - Katayoku no tori [Arles] (2025-04-09) Osu.osr,95.05885997521686,train
MrF1sh - Yamajet feat. haruamanya - Sweets Holic (Cut Ver.) [Lemaire's Ex] (2025-11-14) Osu-1,5027876,f106dbbe26cd7ca7a2ef16e9b43e30d6,/home/amine/PycharmProjects/osunator/maps/downloaded/5027876.osu,Yamajet feat. haru*ama*nya - Sweets Holic (Cut Ver.) [Lemaire's Ex],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Yamajet feat. haruamanya - Sweets Holic (Cut Ver.) [Lemaire's Ex] (2025-11-14) Osu-1.osr,98.83333333333334,train
MrF1sh - Yamajet feat. haruamanya - Sweets Holic (Cut Ver.) [Lemaire's Ex] (2025-11-14) Osu,5027876,f106dbbe26cd7ca7a2ef16e9b43e30d6,/home/amine/PycharmProjects/osunator/maps/downloaded/5027876.osu,Yamajet feat. haru*ama*nya - Sweets Holic (Cut Ver.) [Lemaire's Ex],/home/amine/PycharmProjects/osunator/replays/suitable/MrF1sh - Yamajet feat. haruamanya - Sweets Holic (Cut Ver.) [Lemaire's Ex] (2025-11-14) Osu.osr,98.83333333333334,train
worst hr player - t+pazolite - UMMU [UwU] (2024-09-03) Osu,1743443,558aed9292f714d595eb6c60c5cd7b0e,/home/amine/PycharmProjects/osunator/maps/downloaded/1743443.osu,t+pazolite - UMMU [UwU],/home/amine/PycharmProjects/osunator/replays/suitable/worst hr player - t+pazolite - UMMU [UwU] (2024-09-03) Osu.osr,99.36708860759494,train
INFERNOBESTMAP - DragonForce - Highway to Oblivion [Legender] (2023-09-22) Osu,2211018,991f2d0776e775507fcccb1a257e57ba,/home/amine/PycharmProjects/osunator/maps/downloaded/2211018.osu,DragonForce - Highway to Oblivion [Legender],/home/amine/PycharmProjects/osunator/replays/suitable/INFERNOBESTMAP - DragonForce - Highway to Oblivion [Legender] (2023-09-22) Osu.osr,98.41874911760553,train
INFERNOBESTMAP - GALNERYUS - RAISE MY SWORD [A THOUSAND FLAMES] (2023-10-08) Osu,1860169,36c3b29812fe872399463401b08e9a66,/home/amine/PycharmProjects/osunator/maps/downloaded/1860169.osu,GALNERYUS - RAISE MY SWORD [A THOUSAND FLAMES],/home/amine/PycharmProjects/osunator/replays/suitable/INFERNOBESTMAP - GALNERYUS - RAISE MY SWORD [A THOUSAND FLAMES] (2023-10-08) Osu.osr,96.73898486674702,train
INFERNOBESTMAP - GLORYHAMMER - Infernus Ad Astra  Rise Of The Chaos Wizards [1992 The Astral Age of Triton and Zargothrax] (2023-09-11) Osu,3310074,272fae612ce6f843eac56bba12be6486,/home/amine/PycharmProjects/osunator/maps/downloaded/3310074.osu,GLORYHAMMER - Infernus Ad Astra / Rise Of The Chaos Wizards [1992: The Astral Age of Triton and Zargothrax],/home/amine/PycharmProjects/osunator/replays/suitable/INFERNOBESTMAP - GLORYHAMMER - Infernus Ad Astra  Rise Of The Chaos Wizards [1992 The Astral Age of Triton and Zargothrax] (2023-09-11) Osu.osr,97.3026973026973,train
INFERNOBESTMAP - Rhapsody Of Fire - Master Of Peace [Nephilim] (2023-09-24) Osu,1997892,60507e1e025ce90f0d6585dcf6b0b63d,/home/amine/PycharmProjects/osunator/maps/downloaded/1997892.osu,Rhapsody Of Fire - Master Of Peace [Nephilim],/home/amine/PycharmProjects/osunator/replays/suitable/INFERNOBESTMAP - Rhapsody Of Fire - Master Of Peace [Nephilim] (2023-09-24) Osu.osr,97.75,train
INFERNOBESTMAP - SYU (from GALNERYUS) - REASON [A THOUSAND SWORDS] (2023-10-08) Osu,2069999,75215ce235c9e8806b612e9a569bb7aa,/home/amine/PycharmProjects/osunator/maps/downloaded/2069999.osu,SYU (from GALNERYUS) - REASON [A THOUSAND SWORDS],/home/amine/PycharmProjects/osunator/replays/suitable/INFERNOBESTMAP - SYU (from GALNERYUS) - REASON [A THOUSAND SWORDS] (2023-10-08) Osu.osr,96.38588503130336,train
Raidd - Camellia feat. Nanahira - Kizuitara Shunkashuutou (Cut Ver.) [Ultra] (2024-12-18) Osu,3992816,f944dc638544a208fa95cbc57b999331,/home/amine/PycharmProjects/osunator/maps/downloaded/3992816.osu,Camellia feat. Nanahira - Kizuitara Shunkashuutou (Cut Ver.) [Ultra],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Camellia feat. Nanahira - Kizuitara Shunkashuutou (Cut Ver.) [Ultra] (2024-12-18) Osu.osr,97.95555555555556,train
Raidd - Cityyy - Rapture to Ruin [A Devil's Dance] (2024-07-19) Osu,4526154,f61e03954c5c0c67b929d81e208df28e,/home/amine/PycharmProjects/osunator/maps/downloaded/4526154.osu,Cityyy - Rapture to Ruin [A Devil's Dance],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Cityyy - Rapture to Ruin [A Devil's Dance] (2024-07-19) Osu.osr,96.47639182522904,train
Raidd - Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade] (2024-07-17) Osu,3654660,5eabc628ffdf24912b567b539c31abb6,/home/amine/PycharmProjects/osunator/maps/downloaded/3654660.osu,Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade] (2024-07-17) Osu.osr,97.82763532763533,train
Raidd - Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade] (2024-08-01) Osu,3654660,5eabc628ffdf24912b567b539c31abb6,/home/amine/PycharmProjects/osunator/maps/downloaded/3654660.osu,Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade] (2024-08-01) Osu.osr,95.00748876684972,train
Raidd - Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade] (2025-05-19) Osu,3654660,5eabc628ffdf24912b567b539c31abb6,/home/amine/PycharmProjects/osunator/maps/downloaded/3654660.osu,Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Dragon Guardian - Tenkai e no Kippu [Eloquence Upon the Blade] (2025-05-19) Osu.osr,97.60132340777503,train
Raidd - Green Day - Bang Bang [Class of '09] (2025-03-01) Osu,4669413,1b2558a068a77dc7c67a531b033dbb93,/home/amine/PycharmProjects/osunator/maps/downloaded/4669413.osu,Green Day - Bang Bang [Class of '09],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Green Day - Bang Bang [Class of '09] (2025-03-01) Osu.osr,97.1590909090909,train
Raidd - Inferi - Behold the Bearer of Light [Revenant] (2025-03-02) Osu,1804279,7092e72f1aa7e1c93834c5326cf08fe8,/home/amine/PycharmProjects/osunator/maps/downloaded/1804279.osu,Inferi - Behold the Bearer of Light [Revenant],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Inferi - Behold the Bearer of Light [Revenant] (2025-03-02) Osu.osr,96.5013994402239,train
Raidd - Ito Kanako - Sky of Twilight [Atelier] (2024-07-12) Osu,3392208,f5366c73d9b5b63fa9464bd397ef732f,/home/amine/PycharmProjects/osunator/maps/downloaded/3392208.osu,Ito Kanako - Sky of Twilight [Atelier],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Ito Kanako - Sky of Twilight [Atelier] (2024-07-12) Osu.osr,96.83932052353106,train
Raidd - Kano - Walk This Way! (Cut Ver.) [quantumvortex's Travels] (2026-05-20) Osu,5300802,ea565a4828e089e57de5d66c740263b0,/home/amine/PycharmProjects/osunator/maps/downloaded/5300802.osu,Kano - Walk This Way! (Cut Ver.) [quantumvortex's Travels],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Kano - Walk This Way! (Cut Ver.) [quantumvortex's Travels] (2026-05-20) Osu.osr,97.50957854406131,train
Raidd - MinDelve - Autopilot [Dom  Flying Through the Cosmos] (2024-08-25) Osu,4239975,c6efd818ba429987e6480ba8ad653c8c,/home/amine/PycharmProjects/osunator/maps/downloaded/4239975.osu,MinDelve - Autopilot [Dom : Flying Through the Cosmos],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - MinDelve - Autopilot [Dom  Flying Through the Cosmos] (2024-08-25) Osu.osr,97.23331431831147,train
Raidd - NightHawk22 - Isolation [Focus On The Key] (2024-08-25) Osu,4510472,81535d2b07543cf7a97c433bb2447515,/home/amine/PycharmProjects/osunator/maps/downloaded/4510472.osu,NightHawk22 - Isolation [Focus On The Key],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - NightHawk22 - Isolation [Focus On The Key] (2024-08-25) Osu.osr,96.78550555230859,train
Raidd - Nyankovsky - Firmament [feat. blaxervant] [Mysstical vs OKSY  The Inevitable Revolution] (2024-08-26) Osu,3877136,5e394395501171e915fc838b0d383114,/home/amine/PycharmProjects/osunator/maps/downloaded/3877136.osu,Nyankovsky - Firmament [feat. blaxervant] [Mysstical vs OKSY : The Inevitable Revolution],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Nyankovsky - Firmament [feat. blaxervant] [Mysstical vs OKSY  The Inevitable Revolution] (2024-08-26) Osu.osr,95.57570761198131,train
Raidd - Renard - Terminal [Challenge] (2026-03-25) Osu,5245140,4e6871b37fe620b318ba9f7f9e6fa109,/home/amine/PycharmProjects/osunator/maps/downloaded/5245140.osu,Renard - Terminal [Challenge],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - Renard - Terminal [Challenge] (2026-03-25) Osu.osr,95.08455144740613,test
Raidd - ryu5150 - Louder than steel [ok this is epic] (2024-09-04) Osu,1808605,d0aa13c2aa4e1bf649134c947c70bee0,/home/amine/PycharmProjects/osunator/maps/downloaded/1808605.osu,ryu5150 - Louder than steel [ok this is epic],/home/amine/PycharmProjects/osunator/replays/suitable/Raidd - ryu5150 - Louder than steel [ok this is epic] (2024-09-04) Osu.osr,99.19968919968919,train
"RaidEZZ - Aether Realm - Oak [Neverafter, Thereafter, Hereafter.] (2023-10-23) Osu",3449740,fb65661061da43e41e6d3e31e4d67cde,/home/amine/PycharmProjects/osunator/maps/downloaded/3449740.osu,"Aether Realm - Oak [Neverafter, Thereafter, Hereafter.]","/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Aether Realm - Oak [Neverafter, Thereafter, Hereafter.] (2023-10-23) Osu.osr",96.71223958333333,train
"RaidEZZ - Aether Realm - Oak [Neverafter, Thereafter, Hereafter.] (2024-01-12) Osu",3449740,fb65661061da43e41e6d3e31e4d67cde,/home/amine/PycharmProjects/osunator/maps/downloaded/3449740.osu,"Aether Realm - Oak [Neverafter, Thereafter, Hereafter.]","/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Aether Realm - Oak [Neverafter, Thereafter, Hereafter.] (2024-01-12) Osu.osr",97.59524844270607,train
"RaidEZZ - Aether Realm - The Sun, The Moon, The Star [Mourning Those Things I've Long Left Behind] (2024-01-06) Osu",1949106,1ff6975c142ac59e4731cb09f5d46bcc,/home/amine/PycharmProjects/osunator/maps/downloaded/1949106.osu,"Aether Realm - The Sun, The Moon, The Star [Mourning Those Things I've Long Left Behind]","/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Aether Realm - The Sun, The Moon, The Star [Mourning Those Things I've Long Left Behind] (2024-01-06) Osu.osr",96.74960448727168,test
RaidEZZ - Babalos - Stereo Love Remix [Undying Love] (2023-12-02) Osu,3325848,8156d1416adae89f9a39ac208c65c4ed,/home/amine/PycharmProjects/osunator/maps/downloaded/3325848.osu,Babalos - Stereo Love Remix [Undying Love],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Babalos - Stereo Love Remix [Undying Love] (2023-12-02) Osu.osr,96.54427645788337,test
RaidEZZ - Blind Guardian - A Voice In The Dark [The Angel of Shadow Emerges Once More] (2023-08-30) Osu,3415931,cfab83a12212817cbe2585586e79a61e,/home/amine/PycharmProjects/osunator/maps/downloaded/3415931.osu,Blind Guardian - A Voice In The Dark [The Angel of Shadow Emerges Once More],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Blind Guardian - A Voice In The Dark [The Angel of Shadow Emerges Once More] (2023-08-30) Osu.osr,98.5198000768935,train
